,example,all-generated-output
3577,"# code
if not 8 != 183 :
	print(33)
	f = 9 * 4
print(165)
print(162)
print(90)
k = 245
while k < 250 :
	k = k + 2
	if k > k :
		y = k * k
print(k)
# output
# 165
# 162
# 90
# 251","# 165
# 162
# 90
# 251

# code
if  1 > 1 :@"
3578,"# code
l = 200
while l < 205 :
	l = l + 2
	n = 34 % l
	print(l)
	print(n)
print(l)
# output
# 202
# 34
# 204
# 34
# 206
# 34
# 206","# 202
# 34
# 204
# 34
# 206
# 34
# 206

# code
if  1 > 1 :@"
3579,"# code
print(199)
v = 251
while v > 246 :
	v = v - 3
	if  v > v :
		c = 185 - 239
	q = (v - v)*(47 / v)
	p = 222
	print(p)
	print(q)
print(v)
# output
# 199
# 222
# 0.0
# 222
# 0.0
# 245","# 199
# 222
# 0.0
# 222
# 0.0
# 245

# code
if not 1 <=@"
3580,"# code
print(163)
y = 191
if y != y :
	y = (8 / 128)*(y % y)-(y + 205)
else :
	print(y)
y = 198 - 166
print(y)
# output
# 163
# 191
# 32","# 163
# 191
# 32

# code
if  1 > 1 :@"
3581,"# code
k = 219
while k < 224 :
	k = k + 3
	print(k)
	if  k == 166 :
		print(k)
print(k)
# output
# 222
# 225
# 225","# 222
# 225
# 225

# code
if not 1 <=@"
3582,"# code
n = 161 - 11
if  n > n :
	n = n + 255
elif not n <= 136 :
	n = (n - 247)*(210 + 232)%(95 - n)
	r = 20
n = (n - 165)
n = (2 / 37)
u = 49
n = 181 + n
print(n)
# output
# 181.05405405405406","# 181.05405405405406

# code
if  1 > 1 :@"
3583,"# code
i = 140
while i >= 139 :
	i = i - 2
	t = (i + 73)/(104 - 14)*(170 - 187)%(i / i)
	if t != 119 :
		f = 165
	if  t > t :
		m = 208
		print(t)
		e = 135
print(i)
# output
# 138","# 138

# code
if  1 > 1 :@"
3584,"# code
l = 210
while l <= 215 :
	l = l + 2
	print(l)
	print(l)
print(l)
print(l)
# output
# 212
# 212
# 214
# 214
# 216
# 216
# 216
# 216","# 212
# 212
# 214
# 214
# 216
# 216
# 216
# 216

# code
if  1 > 1 :@"
3585,"# code
b = 128
while b > 123 :
	b = b - 3
	g = (193 - 118)
	if  g == b :
		j = (g / g)
		g = 39
		print(b)
		c = 170
		j = c * c
print(b)
# output
# 122","# 122

# code
if  1 > 1 :@"
3586,"# code
if 2 != 105 :
	j = 7 - 0
	j = j - j
	j = j / 43
u = 55
while u > 52 :
	u = u - 2
	y = 44
	if not u >= u :
		q = 237
print(u)
# output
# 51","# 51

# code
if  1 > 1 :@"
3587,"# code
for y in range(180, 183, 2) :
	if not y > y :
		y = 252 + y
		i = 107
	if y == 152 :
		print(y)
y = y % y
print(y)
y = y / 15
if y < y :
	d = (170 - 34)/(y * y)
print(y)
# output
# 0
# 0.0","# 0
# 0.0

# code
if not 1 <=@"
3588,"# code
e = 252
w = 47
for z in range(22, 27) :
	print(z)
	print(z)
	w = w + 63
	j = (128 + 205)%(e * e)*(196 / 223)
	i = (w / j)-(j / 187)
print(z)
# output
# 22
# 22
# 23
# 23
# 24
# 24
# 25
# 25
# 26
# 26
# 26","# 22
# 22
# 23
# 23
# 24
# 24
# 25
# 25
# 26
# 26
# 26

# code
if  1 > 1 :@"
3589,"# code
j = 16
while j >= 15 :
	j = j - 1
	d = (j % j)
	d = (d - j)
print(j)
# output
# 14","# 14

# code
if  1 > 1 :@"
3590,"# code
s = 21
while s >= 16 :
	s = s - 3
	h = s / 32
	print(s)
if  s > 236 :
	s = (s - s)/(s / s)+(215 % s)/(s / s)-(34 * s)
	k = 192
	s = 227 * 206
	k = (s / s)%(49 * s)-(228 + 121)
print(s)
# output
# 18
# 15
# 15","# 18
# 15
# 15

# code
if not 1 <=@"
3591,"# code
for t in range(194, 199) :
	q = 186
print(t)
print(t)
t = (t - t)
print(t)
if not t <= t :
	t = (25 % t)+(t - t)*(t * t)/(58 * 169)
print(t)
# output
# 198
# 198
# 0
# 0","# 198
# 198
# 0
# 0

# code
if  1 > 1 :@"
3592,"# code
if 1 == 113 :
	z = (2 - 4)
	p = 231 - 3
	c = 215
print(154)
for z in range(108, 111) :
	print(z)
z = z - 223
print(z)
print(z)
print(z)
# output
# 154
# 108
# 109
# 110
# -113
# -113
# -113","# 154
# 108
# 109
# 110
# -113
# -113
# -113

# code
if not 1 <=@"
3593,"# code
q = 0 % 55
for l in range(55, 56) :
	if q <= 243 :
		g = 230
	elif not q > l :
		i = 218
		v = 93
		o = 179
o = 110
print(q)
print(o)
# output
# 0
# 110","# 0
# 110

# code
if  1 > 1 :@"
3594,"# code
for p in range(61, 62, 2) :
	k = p + p
	e = k / k
	k = 64 + 59
	if e > 236 :
		print(k)
		n = (144 * k)
print(p)
# output
# 61","# 61

# code
if  1 > 1 :@"
3595,"# code
print(115)
if not 4 < 222 :
	o = (233 / 0)
	o = (75 - o)
elif  6 == 50 :
	print(20)
j = 205
print(j)
j = 62 + 40
f = 229
print(j)
# output
# 115
# 205
# 102","# 115
# 205
# 102

# code
if not 1 <=@"
3596,"# code
if 0 > 245 :
	h = 2 / 0
	h = (127 - h)
	h = h * h
else :
	print(213)
	t = (4 + 2)
	s = 189
	c = s + t
print(120)
print(0)
# output
# 213
# 120
# 0","# 213
# 120
# 0

# code
if not 1 <=@"
3597,"# code
print(152)
print(58)
print(51)
for m in range(47, 48, 1) :
	if m > 102 :
		k = 67
		q = 183
		print(q)
p = 140
if m >= 218 :
	n = 10
print(m)
# output
# 152
# 58
# 51
# 47","# 152
# 58
# 51
# 47

# code
if  1 > 1 :@"
3598,"# code
o = 87
while o <= 92 :
	o = o + 3
	if o <= 48 :
		y = o * o
		print(o)
if o > o :
	n = 219
	print(n)
	v = 145
print(o)
# output
# 93","# 93

# code
if  1 > 1 :@"
3599,"# code
if 3 <= 72 :
	v = 222
elif 6 == 108 :
	u = 123
	u = u * 153
	q = 111
print(179)
print(228)
# output
# 179
# 228","# 179
# 228

# code
if not 1 <=@"
3600,"# code
u = 219
h = 99
k = 8
while k > 7 :
	k = k - 2
	if not u >= h :
		print(k)
	if u == h :
		print(u)
print(h)
# output
# 99","# 99

# code
if  1 > 1 :@"
3601,"# code
a = 149
for s in range(202, 205, 2) :
	c = (s / s)-(113 * 6)
if not a <= 210 :
	print(s)
	g = 26
	s = (a * g)
	print(a)
f = 45
print(f)
# output
# 45","# 45

# code
if  1 > 1 :@"
3602,"# code
e = 73
while e < 76 :
	e = e + 2
	if e > e :
		b = e + 57
print(e)
# output
# 77","# 77

# code
if  1 > 1 :@"
3603,"# code
e = 54
while e < 55 :
	e = e + 1
	print(e)
	print(e)
	print(e)
print(e)
# output
# 55
# 55
# 55
# 55","# 55
# 55
# 55
# 55

# code
if  1 > 1 :@"
3604,"# code
s = (6 + 237)
e = 28
i = 206
while i >= 205 :
	i = i - 1
	x = (e - 132)
	g = 218 + s
print(e)
# output
# 28","# 28

# code
if  1 > 1 :@"
3605,"# code
e = 71
for z in range(249, 250, 1) :
	if z == 21 :
		y = 97
	g = 81
if e < z :
	c = 27
	t = (c * e)%(247 % z)
print(e)
e = 150 - e
print(z)
# output
# 71
# 249","# 71
# 249

# code
if not 1 <=@"
3606,"# code
h = 185
while h > 184 :
	h = h - 2
	v = h + h
	z = 210
	u = 26
print(h)
print(h)
h = h / h
if h <= h :
	s = 10
print(h)
# output
# 183
# 183
# 1.0","# 183
# 183
# 1.0

# code
if not 1 <=@"
3607,"# code
a = 224 - 155
if a > 130 :
	a = 104 - 74
	a = a * 35
if a != 8 :
	v = (a / 154)*(a % 140)
	i = 19
print(a)
a = (a % a)
print(a)
# output
# 69
# 0","# 69
# 0

# code
if  1 > 1 :@"
3608,"# code
print(189)
y = (241 % 27)
y = y + 15
i = 228
q = 87
while q > 82 :
	q = q - 3
	j = 25
print(i)
# output
# 189
# 228","# 189
# 228

# code
if  1 > 1 :@"
3609,"# code
for e in range(10, 13, 2) :
	e = (24 + e)
	g = e / e
	print(e)
	z = 34
e = e + 71
e = (233 + 88)
b = 187
i = 190
print(e)
print(e)
# output
# 34
# 36
# 321
# 321","# 34
# 36
# 321
# 321

# code
if not 1 <=@"
3610,"# code
if 6 != 180 :
	z = 150
	z = 164 + 42
	z = 33 + z
else :
	q = 227
	q = 96 + q
	i = 23
print(206)
# output
# 206","# 206

# code
if not 1 <=@"
3611,"# code
p = 18
while p <= 19 :
	p = p + 2
	u = (p - 38)/(155 * p)/(112 - 48)
	if not p < 197 :
		q = 191
		w = 53
		print(p)
		z = 10
		z = z + w
print(p)
# output
# 20","# 20

# code
if  1 > 1 :@"
3612,"# code
y = (241 % 212)
x = 154
b = 108
if y != 243 :
	print(b)
	b = (200 - 246)%(240 / b)%(110 % 206)
	print(x)
	b = 44
elif not x == 204 :
	print(y)
print(x)
# output
# 108
# 154
# 154","# 108
# 154
# 154

# code
if  1 > 1 :@"
3613,"# code
k = 7
while k <= 12 :
	k = k + 2
	print(k)
	m = 203
a = 149
print(k)
print(a)
m = 230
if not m > a :
	m = (a % 131)
print(k)
# output
# 9
# 11
# 13
# 13
# 149
# 13","# 9
# 11
# 13
# 13
# 149
# 13

# code
if not 1 <=@"
3614,"# code
c = (2 % 7)/(102 - 204)
q = 156
while q < 157 :
	q = q + 2
	print(q)
	h = 15
	h = c - 121
print(q)
s = 24 % q
print(s)
# output
# 158
# 158
# 24","# 158
# 158
# 24

# code
if  1 > 1 :@"
3615,"# code
k = 5 % 4
k = 44 + k
z = 11
if k <= k :
	i = 142
	n = i % 27
	i = k / k
v = 226
while v < 229 :
	v = v + 2
	p = 137
print(k)
# output
# 45","# 45

# code
if  1 > 1 :@"
3616,"# code
print(56)
k = (1 * 0)
if  k != 30 :
	f = 7
	print(f)
else :
	k = (k / 203)+(k - 1)-(k * 20)
print(k)
print(k)
# output
# 56
# 7
# 0
# 0","# 56
# 7
# 0
# 0

# code
if  1 > 1 :@"
3617,"# code
d = 190
while d >= 185 :
	d = d - 3
	s = 158
	l = 167 + s
if not d != 35 :
	a = (d * 161)/(d * 57)
print(d)
# output
# 184","# 184

# code
if  1 > 1 :@"
3618,"# code
for b in range(81, 82, 1) :
	u = 94
	if  b == u :
		u = (u + b)
		print(u)
print(b)
# output
# 81","# 81

# code
if  1 > 1 :@"
3619,"# code
for a in range(141, 142, 1) :
	if a < 148 :
		t = 251
		x = 21
	p = 87
s = 52 + 211
print(a)
j = 16
print(j)
a = 179 - j
print(s)
# output
# 141
# 16
# 263","# 141
# 16
# 263

# code
if  1 > 1 :@"
3620,"# code
b = 160
while b >= 159 :
	b = b - 2
	q = b % 242
	if  b > 1 :
		print(q)
		n = 181
	u = 3
i = 221 % 4
m = i / 43
print(b)
# output
# 158
# 158","# 158
# 158

# code
if  1 > 1 :@"
3621,"# code
x = 1 % 8
x = 152
s = 48
s = 190
while s > 189 :
	s = s - 1
	print(s)
e = 117
print(s)
# output
# 189
# 189","# 189
# 189

# code
if not 1 <=@"
3622,"# code
if 1 != 60 :
	print(120)
	print(116)
else :
	print(35)
	o = 238
	o = 150 % o
print(226)
print(85)
n = (2 / 12)
print(n)
# output
# 120
# 116
# 226
# 85
# 0.16666666666666666","# 120
# 116
# 226
# 85
# 0.16666666666666666

# code
if not 1 <=@"
3623,"# code
if 1 != 4 :
	print(88)
print(181)
print(88)
t = 48
while t < 53 :
	t = t + 3
	if  t >= 110 :
		print(t)
		v = t / t
print(t)
# output
# 88
# 181
# 88
# 54","# 88
# 181
# 88
# 54

# code
if  1 > 1 :@"
3624,"# code
l = 123
while l <= 124 :
	l = l + 2
	if l < 33 :
		n = l * 26
		print(l)
print(l)
i = 1
print(i)
# output
# 125
# 1","# 125
# 1

# code
if  1 > 1 :@"
3625,"# code
for y in range(76, 77) :
	p = 231
	if p > p :
		print(p)
		j = (y * 31)/(p % p)%(p % p)
print(y)
# output
# 76","# 76

# code
if  1 > 1 :@"
3626,"# code
print(123)
w = 93
while w > 90 :
	w = w - 2
	if not w > 176 :
		i = 151
		print(w)
z = 239
print(z)
# output
# 123
# 91
# 89
# 239","# 123
# 91
# 89
# 239

# code
if not 1 <=@"
3627,"# code
print(23)
u = 14
if u >= 73 :
	print(u)
	m = 1
elif  u <= 254 :
	u = (u / u)*(u + u)
	q = 65
m = (u + u)
print(u)
# output
# 23
# 28.0","# 23
# 28.0

# code
if  1 > 1 :@"
3628,"# code
s = 111
while s > 106 :
	s = s - 2
	m = 122
	print(s)
print(s)
# output
# 109
# 107
# 105
# 105","# 109
# 107
# 105
# 105

# code
if  1 > 1 :@"
3629,"# code
v = (248 / 178)
u = 165
while u < 168 :
	u = u + 2
	v = (u + u)
j = 162
print(j)
# output
# 162","# 162

# code
if  1 > 1 :@"
3630,"# code
c = 230
while c <= 231 :
	c = c + 2
	print(c)
	b = 92 % 84
print(c)
# output
# 232
# 232","# 232
# 232

# code
if not 1 <=@"
3631,"# code
e = 229
for c in range(216, 217) :
	m = c / 66
	l = 66
	if m > c :
		print(e)
		m = (e - c)/(131 - l)/(l - 42)
print(e)
# output
# 229","# 229

# code
if  1 > 1 :@"
3632,"# code
if  4 != 2 :
	g = 4 / 43
h = 34
while h >= 29 :
	h = h - 3
	d = (37 - h)
h = 40 % h
print(h)
# output
# 12","# 12

# code
if  1 > 1 :@"
3633,"# code
y = 3 - 3
k = 203
while k <= 208 :
	k = k + 3
	y = 40
	y = (k / y)
y = 198 - y
k = k / k
z = (142 - y)+(9 - 41)
y = (182 % 211)
print(y)
# output
# 182","# 182

# code
if  1 > 1 :@"
3634,"# code
j = 1 * 4
d = 199
while d < 204 :
	d = d + 2
	print(d)
	print(j)
	i = 120
print(d)
# output
# 201
# 4
# 203
# 4
# 205
# 4
# 205","# 201
# 4
# 203
# 4
# 205
# 4
# 205

# code
if  1 > 1 :@"
3635,"# code
c = 22
while c >= 19 :
	c = c - 2
	o = (251 - c)
	n = c / c
	o = c - c
print(c)
# output
# 18","# 18

# code
if  1 > 1 :@"
3636,"# code
h = 32
while h > 31 :
	h = h - 1
	q = 228
	b = 27
	b = h - h
print(h)
# output
# 31","# 31

# code
if  1 > 1 :@"
3637,"# code
for f in range(221, 226) :
	m = 11
	print(m)
print(f)
if  f != 52 :
	print(f)
a = f - f
m = 181
f = (131 + 122)
print(f)
# output
# 11
# 11
# 11
# 11
# 11
# 225
# 225
# 253","# 11
# 11
# 11
# 11
# 11
# 225
# 225
# 253

# code
if  1 > 1 :@"
3638,"# code
c = 16
j = 52
while j <= 55 :
	j = j + 2
	if  c != j :
		print(j)
		b = j - 249
		b = (49 / b)
m = c + j
n = 143
print(j)
# output
# 54
# 56
# 56","# 54
# 56
# 56

# code
if  1 >= 1 @"
3639,"# code
for g in range(17, 22) :
	v = 35
	v = g - 221
	d = 140
	d = g + v
g = g + g
z = 142
print(g)
print(z)
k = 167
print(k)
# output
# 42
# 142
# 167","# 42
# 142
# 167

# code
if  1 > 1 :@"
3640,"# code
if not 5 >= 204 :
	print(175)
	k = (7 - 1)
	print(k)
j = 94 / 1
j = (j - 0)/(228 * j)/(151 - 116)
j = (j + j)*(j / 158)
f = (j + 151)-(41 - 98)+(255 + 206)
m = 67
while m >= 66 :
	m = m - 2
	f = j / j
print(f)
# output
# 175
# 6
# 1.0","# 175
# 6
# 1.0

# code
if  1 > 1 :@"
3641,"# code
f = 5
v = 115
while v <= 118 :
	v = v + 2
	print(v)
	f = (f - 159)
print(v)
# output
# 117
# 119
# 119","# 117
# 119
# 119

# code
if  1 > 1 :@"
3642,"# code
if  7 != 234 :
	j = (4 % 5)+(1 % 83)
	e = 4 / j
e = 94 * 4
for w in range(212, 217, 2) :
	print(e)
w = (221 % 249)
a = 62 % w
w = (140 + 84)
w = e + w
print(e)
# output
# 376
# 376
# 376
# 376","# 376
# 376
# 376
# 376

# code
if not 1 <=@"
3643,"# code
g = 34 % 122
for w in range(93, 98, 3) :
	if not w != 47 :
		u = (g - 38)
		o = (g / u)+(w + 249)
print(g)
# output
# 34","# 34

# code
if  1 > 1 :@"
3644,"# code
h = 155
while h > 152 :
	h = h - 2
	o = 10
z = 30
z = z - h
z = (173 % z)-(33 + h)
b = 195
m = 94
p = 149
print(b)
# output
# 195","# 195

# code
if  1 > 1 :@"
3645,"# code
t = 29
while t <= 34 :
	t = t + 2
	if not t <= t :
		k = (84 - t)+(34 + 146)*(35 + t)%(169 + t)%(148 % t)
		print(t)
print(t)
# output
# 35","# 35

# code
if  1 > 1 :@"
3646,"# code
e = 21
if  e != 50 :
	m = 53
print(e)
q = 127
while q >= 126 :
	q = q - 2
	e = (4 - e)*(q / 150)/(24 / e)%(q % 185)
	e = 139 % 182
	if  q <= 32 :
		print(q)
print(q)
# output
# 21
# 125","# 21
# 125

# code
if  1 > 1 :@"
3647,"# code
if 1 != 2 :
	x = 144
	s = 83
	r = s / x
if  1 <= 2 :
	c = 251
print(224)
# output
# 224","# 224

# code
if not 1 <=@"
3648,"# code
print(61)
z = 125
while z > 120 :
	z = z - 3
	if  z < z :
		c = z * 154
		c = (204 + c)*(102 * 192)+(164 * 128)/(c + c)
		c = 195 + 8
	k = 59
b = 78
print(b)
# output
# 61
# 78","# 61
# 78

# code
if  1 > 1 :@"
3649,"# code
l = 189
while l < 192 :
	l = l + 2
	print(l)
	if l <= 101 :
		k = 142
		u = 152
	e = 233
l = 164 + 136
a = 199
print(a)
# output
# 191
# 193
# 199","# 191
# 193
# 199

# code
if  1 > 1 :@"
3650,"# code
a = (90 - 1)
print(a)
a = a + 11
x = (82 - a)
for z in range(166, 171, 2) :
	z = (232 / 188)
	z = 53
	if not z > 6 :
		x = 29
y = 120
print(z)
# output
# 89
# 53","# 89
# 53

# code
if not 1 <=@"
3651,"# code
if 1 >= 1 :
	d = 210
	k = 2
	k = (d + 120)+(d - 226)
	d = 178 - 71
elif 7 == 8 :
	print(56)
print(141)
print(75)
print(176)
# output
# 141
# 75
# 176","# 141
# 75
# 176

# code
if  1 > 1 :@"
3652,"# code
z = 158
while z > 157 :
	z = z - 1
	if not z > z :
		j = 72
print(z)
# output
# 157","# 157

# code
if  1 > 1 :@"
3653,"# code
x = 250
while x >= 249 :
	x = x - 2
	i = 42
	o = 168
r = 100
if not r != 233 :
	print(x)
print(r)
# output
# 100","# 100

# code
if  1 > 1 :@"
3654,"# code
print(84)
k = 0 + 0
print(k)
k = k % 191
for u in range(44, 49, 3) :
	if not u > k :
		print(k)
	k = k * u
if k != k :
	z = (49 % 146)*(u * k)+(123 / 15)*(k + k)
print(k)
# output
# 84
# 0
# 0","# 84
# 0
# 0

# code
if  1 > 1 :@"
3655,"# code
k = 65
c = k % k
l = 77
while l > 74 :
	l = l - 2
	c = 60 % 184
print(c)
# output
# 60","# 60

# code
if  1 > 1 :@"
3656,"# code
b = 100
b = (b - 110)
d = 238
b = 54
while b < 59 :
	b = b + 3
	d = 18
	if not b != 51 :
		d = (223 / 76)+(d * b)-(d + d)+(194 / b)
print(b)
# output
# 60","# 60

# code
if  1 > 1 :@"
3657,"# code
print(84)
j = 209
p = 55 + 175
print(p)
h = 35
h = 81
while h >= 80 :
	h = h - 2
	p = j - 199
	b = 106
print(p)
# output
# 84
# 230
# 10","# 84
# 230
# 10

# code
if  1 > 1 :@"
3658,"# code
print(195)
h = (249 - 3)
t = 229
while t <= 230 :
	t = t + 1
	h = t / h
	if h == h :
		h = h * 114
		l = h + 137
		s = h - 209
print(t)
# output
# 195
# 231","# 195
# 231

# code
if  1 > 1 :@"
3659,"# code
l = 169
while l < 170 :
	l = l + 2
	h = 207 - l
	h = (h % l)
print(l)
# output
# 171","# 171

# code
if not 1 <=@"
3660,"# code
for n in range(210, 213) :
	n = (117 - 51)
	n = n % n
	if not n != n :
		z = 246
print(n)
# output
# 0","# 0

# code
if  1 > 1 :@"
3661,"# code
l = 170
while l < 171 :
	l = l + 2
	print(l)
	if  l < l :
		v = 86
		i = 236
y = 250
print(y)
# output
# 172
# 250","# 172
# 250

# code
if  1 > 1 :@"
3662,"# code
print(93)
for a in range(226, 231) :
	i = 35
	print(i)
m = 28
if  m > m :
	i = 186
	r = i % m
	z = 127 - a
print(a)
# output
# 93
# 35
# 35
# 35
# 35
# 35
# 230","# 93
# 35
# 35
# 35
# 35
# 35
# 230

# code
if  1 > 1 :@"
3663,"# code
print(121)
o = 241
i = 77
c = 249
o = 185
i = (i - 94)
print(i)
c = 102
while c > 97 :
	c = c - 3
	e = (o + 141)
print(i)
# output
# 121
# -17
# -17","# 121
# -17
# -17

# code
if not 1 <=@"
3664,"# code
m = 150
m = 118
if not m == 46 :
	y = 35
	o = 177 - y
elif  m != 71 :
	print(m)
print(m)
# output
# 118","# 118

# code
if  1 > 1 :@"
3665,"# code
l = (210 % 129)%(6 % 9)%(45 / 200)+(115 % 3)-(4 % 27)
if l < 128 :
	f = 242 / 220
	f = (l % 45)
	l = 99 % 235
	y = 80
elif not l <= 28 :
	t = 39
	l = t * 89
print(l)
# output
# 99","# 99

# code
if  1 > 1 :@"
3666,"# code
e = 187
for l in range(180, 183, 2) :
	t = 46
l = 16 % 146
f = 115 + 192
print(f)
print(l)
# output
# 307
# 16","# 307
# 16

# code
if not 1 <=@"
3667,"# code
if 1 <= 8 :
	print(15)
	print(7)
	s = 189 / 162
p = 77
print(p)
# output
# 15
# 7
# 77","# 15
# 7
# 77

# code
if not 1 <=@"
3668,"# code
if 1 > 80 :
	b = 103
	b = b - b
for y in range(181, 186, 3) :
	m = 175
	if y >= 88 :
		t = 160
	print(m)
y = (y - y)
n = 44
print(y)
# output
# 175
# 175
# 0","# 175
# 175
# 0

# code
if not 1 <=@"
3669,"# code
d = 101
while d <= 106 :
	d = d + 2
	u = 143
	print(d)
	o = (84 * d)/(169 + 195)
	c = 241
d = (d / d)
print(d)
# output
# 103
# 105
# 107
# 1.0","# 103
# 105
# 107
# 1.0

# code
if not 1 <=@"
3670,"# code
print(83)
if 5 == 174 :
	print(207)
	x = (150 - 2)
else :
	l = 24
	l = l * l
o = 8 + 91
q = (100 * o)/(o - 143)
print(o)
# output
# 83
# 99","# 83
# 99

# code
if  1 > 1 :@"
3671,"# code
print(129)
f = (1 + 5)%(5 / 9)
for s in range(49, 50) :
	g = 240
	print(g)
	if f == 198 :
		print(g)
w = 254
w = 167 - w
f = 140
print(s)
# output
# 129
# 240
# 49","# 129
# 240
# 49

# code
if not 1 <=@"
3672,"# code
if  2 != 1 :
	print(50)
	w = (1 + 218)
	w = w - 78
l = 7 % 7
p = l % 89
p = (l + 145)
x = 58
w = 6
while w >= 1 :
	w = w - 3
	h = (41 / x)-(l + 101)
print(p)
# output
# 50
# 145","# 50
# 145

# code
if  1 > 1 :@"
3673,"# code
print(192)
print(13)
for x in range(71, 72, 2) :
	if not x != x :
		h = 112
print(x)
# output
# 192
# 13
# 71","# 192
# 13
# 71

# code
if  1 > 1 :@"
3674,"# code
b = 2 % 231
print(b)
f = 40
while f > 35 :
	f = f - 2
	if f < 205 :
		print(f)
		print(b)
		t = 76
	else :
		a = 139
print(b)
# output
# 2
# 38
# 2
# 36
# 2
# 34
# 2
# 2","# 2
# 38
# 2
# 36
# 2
# 34
# 2
# 2

# code
if  1 > 1 :@"
3675,"# code
z = 201
print(z)
f = 229
while f <= 230 :
	f = f + 1
	z = (243 + 38)
print(f)
# output
# 201
# 231","# 201
# 231

# code
if not 1 <=@"
3676,"# code
for h in range(216, 217) :
	print(h)
	b = 23
print(h)
print(h)
h = h / h
l = 215
r = (87 + h)
l = (l + l)
if not l != 252 :
	r = (h - r)*(r * l)
print(l)
# output
# 216
# 216
# 216
# 430","# 216
# 216
# 216
# 430

# code
if not 1 <=@"
3677,"# code
if  7 == 254 :
	print(79)
	y = (1 - 49)-(28 % 7)-(1 + 36)
	j = 251
	print(y)
w = 1 + 1
print(w)
print(w)
# output
# 2
# 2","# 2
# 2

# code
if  1 > 1 :@"
3678,"# code
n = 58
while n <= 59 :
	n = n + 2
	print(n)
	if n >= n :
		h = 121
		h = (n + h)-(h % n)
		print(n)
if  n >= n :
	i = (n + n)
print(n)
# output
# 60
# 60
# 60","# 60
# 60
# 60

# code
if not 1 <=@"
3679,"# code
i = 31
while i > 30 :
	i = i - 1
	print(i)
if i >= 62 :
	r = (155 + i)
print(i)
# output
# 30
# 30","# 30
# 30

# code
if  1 > 1 :@"
3680,"# code
l = 4 * 5
if l > l :
	print(l)
	print(l)
for s in range(171, 172, 1) :
	print(s)
print(s)
# output
# 171
# 171","# 171
# 171

# code
if  1 > 1 :@"
3681,"# code
g = 75 - 151
t = 95
for g in range(66, 71) :
	v = 25 + 107
	print(g)
print(t)
# output
# 66
# 67
# 68
# 69
# 70
# 95","# 66
# 67
# 68
# 69
# 70
# 95

# code
if not 1 <=@"
3682,"# code
p = 116
while p >= 115 :
	p = p - 2
	if p == 72 :
		z = 209 + 234
		z = (p + p)/(p / 227)
		print(z)
	print(p)
y = 254
print(p)
print(p)
# output
# 114
# 114
# 114","# 114
# 114
# 114

# code
if  1 > 1 :@"
3683,"# code
n = 107
d = 144
while d >= 141 :
	d = d - 2
	print(n)
	if not n < d :
		n = d / 73
print(n)
# output
# 107
# 107
# 107","# 107
# 107
# 107

# code
if not 1 <=@"
3684,"# code
if 1 >= 2 :
	g = (74 * 1)-(68 + 4)+(94 - 13)
	a = (228 * 253)
	a = a / g
w = 50
while w < 51 :
	w = w + 2
	r = (w / w)
	r = 2 + r
print(w)
# output
# 52","# 52

# code
if  1 > 1 :@"
3685,"# code
j = 60
while j <= 61 :
	j = j + 1
	print(j)
	o = 98 + j
	print(j)
	print(j)
e = 42
print(e)
e = 47 + 50
print(e)
# output
# 61
# 61
# 61
# 62
# 62
# 62
# 42
# 97","# 61
# 61
# 61
# 62
# 62
# 62
# 42
# 97

# code
if not 1 <=@"
3686,"# code
if 6 <= 13 :
	a = 77
elif not 3 < 161 :
	print(5)
	n = (67 + 6)
m = 1 * 1
print(m)
# output
# 1","# 1

# code
if  1 > 1 :@"
3687,"# code
a = 245
print(a)
if  a == 189 :
	print(a)
	f = (a - a)
	q = 142
print(a)
# output
# 245
# 245","# 245
# 245

# code
if  1 > 1 :@"
3688,"# code
l = 181
print(l)
print(l)
o = 48
while o > 43 :
	o = o - 3
	w = 238
	if  l < 213 :
		print(l)
		f = 0
print(o)
# output
# 181
# 181
# 181
# 181
# 42","# 181
# 181
# 181
# 181
# 42

# code
if not 1 <=@"
3689,"# code
r = (100 % 159)
print(r)
print(r)
print(r)
print(r)
z = 61
if  z != 183 :
	print(z)
	r = (131 - 68)*(r / r)
print(r)
print(z)
# output
# 100
# 100
# 100
# 100
# 61
# 63.0
# 61","# 100
# 100
# 100
# 100
# 61
# 63.0
# 61

# code
if  1 > 1 :@"
3690,"# code
u = 122
while u > 117 :
	u = u - 2
	t = 140
	h = 91
print(u)
# output
# 116","# 116

# code
if not 1 <=@"
3691,"# code
b = 120
while b <= 125 :
	b = b + 3
	print(b)
	i = 63
b = (93 + 27)
print(b)
k = b - b
i = 34
j = 102
print(k)
# output
# 123
# 126
# 120
# 0","# 123
# 126
# 120
# 0

# code
if  1 > 1 :@"
3692,"# code
y = 135
while y <= 140 :
	y = y + 2
	f = 86
if y != y :
	print(y)
	print(y)
print(y)
# output
# 141","# 141

# code
if  1 > 1 :@"
3693,"# code
q = 227 / 2
l = 197
while l < 202 :
	l = l + 2
	u = 96
	print(q)
print(q)
# output
# 113.5
# 113.5
# 113.5
# 113.5","# 113.5
# 113.5
# 113.5
# 113.5

# code
if  1 > 1 :@"
3694,"# code
t = 41
t = 16
while t < 19 :
	t = t + 2
	print(t)
print(t)
# output
# 18
# 20
# 20","# 18
# 20
# 20

# code
if not 1 <=@"
